District,Date,Rainfall
Bhopal,01-06-2018,4.236666667
Bhopal,01-07-2018,11.31419355
Bhopal,01-08-2018,8.547419355
Bhopal,01-09-2018,3.558333333
Bhopal,01-10-2018,0.189354839
Bhopal,01-11-2018,0
Bhopal,01-12-2018,0
Bhopal,01-01-2019,0
Bhopal,01-02-2019,0.036071429
Bhopal,01-03-2019,0.022580645
Bhopal,01-04-2019,0.359333333
Bhopal,01-05-2019,0.029354839
Bhopal,01-06-2019,2.347
Bhopal,01-07-2019,15.97290323
Bhopal,01-08-2019,18.74548387
Bhopal,01-09-2019,18.02766667
Bhopal,01-10-2019,2.533225806
Bhopal,01-11-2019,0.123666667
Bhopal,01-12-2019,0.388387097
Bhopal,01-01-2020,0.153225806
Bhopal,01-02-2020,0
Bhopal,01-03-2020,0.609354839
Bhopal,01-04-2020,0.035666667
Bhopal,01-05-2020,0.276785714
Bhopal,01-06-2020,11.29633333
Bhopal,01-07-2020,4.723125
Bhopal,01-08-2020,18.68903226
Bhopal,01-09-2020,4.434666667
Bhopal,01-10-2020,0.416451613
Bhopal,01-11-2020,0.015666667
Bhopal,01-12-2020,0.325483871
Bhopal,01-01-2021,0.131290323
Bhopal,01-02-2021,0.020714286
Bhopal,01-03-2021,0.790967742
Bhopal,01-04-2021,0.049310345
Bhopal,01-05-2021,1.541724138
Bhopal,01-06-2021,6.005833333
Bhopal,01-07-2021,9.101724138
Bhopal,01-08-2021,10.81774194
Bhopal,01-09-2021,7.095333333
Bhopal,01-10-2021,2.162903226
Bhopal,01-11-2021,0
Bhopal,01-12-2021,0.190322581
Bhopal,01-01-2022,1.113225806
Bhopal,01-02-2022,0
Bhopal,01-03-2022,0.008
Bhopal,01-04-2022,0
Bhopal,01-05-2022,0.16516129
Bhopal,01-06-2022,3.942333333
Bhopal,01-07-2022,21.80586207
Bhopal,01-08-2022,23.56451613
Bhopal,01-09-2022,7.773666667
Bhopal,01-10-2022,3.454193548
Bhopal,01-11-2022,0
Bhopal,01-12-2022,0.151612903
Bhopal,01-01-2023,0.517333333
Bhopal,01-02-2023,0
Bhopal,01-03-2023,1.273548387
Bhopal,01-04-2023,1.256666667
Bhopal,01-05-2023,1.399032258
Bhopal,01-06-2023,5.454827586
Bhopal,01-07-2023,11.82290323
Bhopal,01-08-2023,5.610645161
Bhopal,01-09-2023,7.48
Bhopal,01-10-2023,0.001935484
Bhopal,01-11-2023,0.399666667
Bhopal,01-12-2023,0.266129032
Burhanpur,01-01-2014,0.231612903
Burhanpur,01-02-2014,0.8625
Burhanpur,01-03-2014,0.380645161
Burhanpur,01-04-2014,0.015
Burhanpur,01-05-2014,0
Burhanpur,01-06-2014,0.356333333
