District,Date,Rainfall
Dakshin Bastar,01-01-2019,0.133225806
Dakshin Bastar,01-02-2019,0.043571429
Dakshin Bastar,01-03-2019,0.215483871
Dakshin Bastar,01-04-2019,0.711666667
Dakshin Bastar,01-05-2019,0.959354839
Dakshin Bastar,01-06-2019,4.568333333
Dakshin Bastar,01-07-2019,17.25193548
Dakshin Bastar,01-08-2019,18.72129032
Dakshin Bastar,01-09-2019,9.701
Dakshin Bastar,01-10-2019,4.059032258
Dakshin Bastar,01-11-2019,0.066333333
Dakshin Bastar,01-12-2019,0.011612903
Dakshin Bastar,01-01-2020,0.171612903
Dakshin Bastar,01-02-2020,0.263793103
Dakshin Bastar,01-03-2020,0.398064516
Dakshin Bastar,01-04-2020,1.659333333
Dakshin Bastar,01-05-2020,0.838214286
Dakshin Bastar,01-06-2020,7.023333333
Dakshin Bastar,01-07-2020,11.989375
Dakshin Bastar,01-08-2020,22.61548387
Dakshin Bastar,01-09-2020,7.67
Dakshin Bastar,01-10-2020,5.30483871
Dakshin Bastar,01-11-2020,0.165333333
Dakshin Bastar,01-12-2020,0
Dakshin Bastar,01-01-2021,0
Dakshin Bastar,01-02-2021,0.172857143
Dakshin Bastar,01-03-2021,0.025806452
Dakshin Bastar,01-04-2021,2.014482759
Dakshin Bastar,01-05-2021,1.46137931
Dakshin Bastar,01-06-2021,5.823333333
Dakshin Bastar,01-07-2021,14.04137931
Dakshin Bastar,01-08-2021,9.151612903
Dakshin Bastar,01-09-2021,9.020666667
Dakshin Bastar,01-10-2021,2.309354839
Dakshin Bastar,01-11-2021,1.194
Dakshin Bastar,01-12-2021,0.036774194
Dakshin Bastar,01-01-2022,0.806774194
Dakshin Bastar,01-02-2022,0.012592593
Dakshin Bastar,01-03-2022,0.070666667
Dakshin Bastar,01-04-2022,0.809285714
Dakshin Bastar,01-05-2022,1.111290323
Dakshin Bastar,01-06-2022,3.674
Dakshin Bastar,01-07-2022,19.23413793
Dakshin Bastar,01-08-2022,13.6216129
